id,neighbourhood_group,neighbourhood,latitude,longitude,price,minimum_nights,availability_365
12528444,Chamberí,Trafalgar,40.42936,-3.7033,40,1,0
12543094,Moncloa - Aravaca,Argüelles,40.42169,-3.71407,121,1,73
12560440,Salamanca,Guindalera,40.43109,-3.66484,45,3,0
12560698,Arganzuela,Delicias,40.39371,-3.69018,40,1,36
12565780,Moncloa - Aravaca,Argüelles,40.42777,-3.7176,35,7,0
12567906,Centro,Palacio,40.42284,-3.7106,160,3,365
12567922,Centro,Palacio,40.42284,-3.7106,204,2,1
12571793,Centro,Palacio,40.41373,-3.71354,53,2,0
12576602,Chamberí,Gaztambide,40.43607,-3.71505,45,1,0
12577119,Centro,Universidad,40.42675,-3.70217,25,2,0
12583366,Carabanchel,Opañel,40.39478,-3.71541,21,1,364
12588071,Tetuán,Castillejos,40.45795,-3.69771,120,17,263
12600216,Arganzuela,Palos de Moguer,40.40197,-3.69144,15,1,0
12620921,Centro,Embajadores,40.41126,-3.70412,18,1,0
12621363,Tetuán,Cuatro Caminos,40.44836,-3.7003,60,1,0
12624943,Centro,Embajadores,40.41062,-3.69973,60,29,0
12626436,Moncloa - Aravaca,Argüelles,40.42085,-3.71563,20,13,0
12642625,Retiro,Ibiza,40.4211,-3.67741,18,1,0
12642987,Retiro,Ibiza,40.42075,-3.67603,50,1,0
12643066,Chamberí,Gaztambide,40.43186,-3.71255,44,3,0
12659743,Usera,Almendrales,40.38054,-3.69905,130,1,147
12663115,Salamanca,Goya,40.42624,-3.67827,58,2,58
12663403,Centro,Justicia,40.42501,-3.70001,153,5,0
12664230,Tetuán,Almenara,40.46875,-3.69045,65,1,0
12671158,Latina,Puerta del Angel,40.41115,-3.7283,17,2,0
12676978,Moncloa - Aravaca,Argüelles,40.43165,-3.71886,12,1,0
12677042,Salamanca,Fuente del Berro,40.426,-3.66798,60,1,16
12694501,Retiro,Estrella,40.40696,-3.66904,94,3,0
12697537,Centro,Sol,40.41844,-3.70336,28,1,0
12698458,Centro,Palacio,40.41203,-3.71139,126,2,89
12700719,Centro,Universidad,40.42442,-3.70543,47,2,349
12703101,Moncloa - Aravaca,Argüelles,40.42342,-3.71339,48,14,288
12704170,Ciudad Lineal,Quintana,40.43588,-3.64785,300,15,364
12717553,Arganzuela,Delicias,40.39584,-3.69499,32,2,74
12723390,Chamberí,Rios Rosas,40.44587,-3.70175,75,3,0
12733322,Centro,Embajadores,40.41245,-3.70542,100,1,0
12741393,Chamartín,Prosperidad,40.44249,-3.6756,39,25,1
12745724,Centro,Embajadores,40.41126,-3.70034,45,4,66
12746811,Centro,Justicia,40.42103,-3.69888,529,1,321
12751825,Centro,Universidad,40.42212,-3.7013,40,3,0
12754177,Salamanca,Goya,40.42328,-3.67857,35,1,364
12755249,Chamberí,Almagro,40.43014,-3.69599,98,2,205
12765287,Centro,Universidad,40.42804,-3.70611,61,4,288
12768534,Barajas,Aeropuerto,40.45078,-3.58168,60,30,365
12769559,Chamberí,Vallehermoso,40.44412,-3.70586,23,29,45
12774424,Retiro,Ibiza,40.41728,-3.67481,45,5,0
12776265,Carabanchel,Comillas,40.39674,-3.71363,35,2,0
12778894,Chamberí,Gaztambide,40.43139,-3.71439,43,5,364
12779596,Arganzuela,Atocha,40.40503,-3.69005,69,2,65
12787637,Centro,Cortes,40.41846,-3.69851,429,1,322
12787732,Retiro,Pacífico,40.40636,-3.68385,65,14,363
12787835,Centro,Palacio,40.41854,-3.7126,550,10,0
12807691,Centro,Universidad,40.42147,-3.70248,60,2,57
12807973,Centro,Embajadores,40.40763,-3.70037,47,1,289
12808036,Tetuán,Bellas Vistas,40.44896,-3.7086,52,7,0
12808162,Carabanchel,Opañel,40.3894,-3.72821,74,2,75
12808440,Salamanca,Goya,40.42637,-3.67785,59,3,0
12811061,Centro,Universidad,40.42408,-3.70357,53,4,0
12813470,Centro,Justicia,40.42674,-3.69574,30,1,365
12818500,Arganzuela,Delicias,40.39901,-3.6916,25,2,0
12823142,Centro,Embajadores,40.41113,-3.70052,65,5,1
12826974,Centro,Palacio,40.41046,-3.70971,500,7,0
12831457,Centro,Universidad,40.42628,-3.70262,83,2,0
12844854,Tetuán,Castillejos,40.45846,-3.6983,63,1,365
12846037,Chamberí,Rios Rosas,40.43912,-3.6948,90,1,0
12848664,Chamberí,Almagro,40.42955,-3.69292,89,1,365
12851319,Usera,Almendrales,40.38556,-3.70331,34,5,237
12864881,Salamanca,Guindalera,40.43774,-3.67155,39,3,360
12865030,Centro,Embajadores,40.41072,-3.70006,46,4,0
12867848,Arganzuela,Acacias,40.40107,-3.71306,116,2,0
12869407,Ciudad Lineal,Quintana,40.43842,-3.63748,35,1,0
12876691,Salamanca,Guindalera,40.43449,-3.66878,90,1,0
12878143,Arganzuela,Chopera,40.39917,-3.69892,66,2,105
12883473,Centro,Embajadores,40.40962,-3.7094,40,7,364
12885935,Usera,Moscardó,40.38712,-3.71252,25,1,0
12886714,Puente de Vallecas,San Diego,40.39311,-3.66536,20,2,362
12889722,Arganzuela,Delicias,40.39804,-3.69355,38,2,76
12895434,Chamartín,El Viso,40.44798,-3.68848,120,5,359
12895435,Centro,Sol,40.41537,-3.7061,114,1,355
12896348,Chamartín,Prosperidad,40.44076,-3.67287,65,1,0
12899328,Centro,Universidad,40.42648,-3.70573,70,2,0
12899544,Centro,Cortes,40.4122,-3.69419,80,7,43
12899623,Salamanca,Castellana,40.43427,-3.68206,360,30,104
12900188,Chamberí,Almagro,40.42593,-3.69098,110,3,363
12901000,Hortaleza,Pinar del Rey,40.47459,-3.64894,23,2,285
12903625,Centro,Embajadores,40.41269,-3.70565,51,5,50
12904164,Carabanchel,Buenavista,40.3652,-3.76078,25,1,0
12908786,Centro,Universidad,40.42511,-3.70688,83,4,277
12909846,Arganzuela,Palos de Moguer,40.40505,-3.69715,31,1,365
12914811,Centro,Sol,40.41561,-3.70762,99,1,0
12925483,Centro,Sol,40.41554,-3.70296,34,4,180
12953620,Chamberí,Arapiles,40.43187,-3.71123,35,3,364
12962005,Arganzuela,Chopera,40.39744,-3.69867,76,2,24
12983848,Moncloa - Aravaca,Argüelles,40.42851,-3.71955,29,1,365
12984524,Moncloa - Aravaca,Argüelles,40.43057,-3.72104,39,1,365
12984696,Moncloa - Aravaca,Argüelles,40.43044,-3.72148,29,1,365
12984792,Moncloa - Aravaca,Argüelles,40.42879,-3.71997,39,1,365
12984954,Moncloa - Aravaca,Argüelles,40.43071,-3.71984,39,1,365
12985143,Moncloa - Aravaca,Argüelles,40.42901,-3.71994,29,1,288
12985391,Moncloa - Aravaca,Argüelles,40.43033,-3.72125,39,1,1
12985506,Moncloa - Aravaca,Argüelles,40.42867,-3.71991,29,1,288
12985516,Centro,Palacio,40.41766,-3.70978,20,3,198
12985524,Centro,Embajadores,40.40976,-3.70249,36,2,97
12992434,Latina,Aluche,40.38838,-3.75744,9,1,0
12999503,Centro,Embajadores,40.40812,-3.70409,50,1,0
13000567,Ciudad Lineal,San Pascual,40.44077,-3.65401,749,1,364
13004291,Centro,Universidad,40.42409,-3.70603,61,1,0
13009024,Fuencarral - El Pardo,La Paz,40.48111,-3.70258,17,1,365
13010527,Retiro,Pacífico,40.4066,-3.67861,50,2,89
13012818,Chamartín,Prosperidad,40.44484,-3.66328,20,1,0
13016660,Ciudad Lineal,Concepción,40.43249,-3.6555,23,1,365
13017262,Ciudad Lineal,Concepción,40.43239,-3.6569,23,1,289
13024612,Retiro,Pacífico,40.40639,-3.67416,23,7,0
13025008,Salamanca,Recoletos,40.42313,-3.68197,70,2,0
13025295,Retiro,Pacífico,40.40431,-3.67337,30,7,0
13025609,Arganzuela,Chopera,40.39588,-3.69709,26,2,1
13027148,Arganzuela,Chopera,40.39528,-3.69613,23,2,258
13036772,Salamanca,Recoletos,40.42857,-3.68296,95,7,0
13039587,Chamberí,Trafalgar,40.43149,-3.70325,40,1,0
13042848,Hortaleza,Canillas,40.46396,-3.64913,120,2,0
13043139,Arganzuela,Chopera,40.39901,-3.70044,40,2,0
13043803,Salamanca,Goya,40.42782,-3.67817,154,5,215
13045577,Centro,Cortes,40.41248,-3.69576,55,1,0
13052309,Centro,Embajadores,40.40817,-3.69979,45,2,179
13055663,Chamartín,Prosperidad,40.44134,-3.67115,200,1,0
13060669,Centro,Justicia,40.4255,-3.69607,170,2,0
13071195,Retiro,Ibiza,40.41987,-3.67446,15,10,0
13072220,Chamberí,Almagro,40.43778,-3.69973,45,2,0
13075348,Chamberí,Trafalgar,40.43091,-3.70136,9,1,0
13088460,Centro,Embajadores,40.41229,-3.70242,93,4,49
13089398,Centro,Universidad,40.42595,-3.70618,140,7,347
13096983,Chamartín,Prosperidad,40.44641,-3.66151,79,3,363
13123537,Centro,Embajadores,40.40955,-3.70163,42,12,165
13125667,Chamberí,Arapiles,40.43262,-3.71026,55,2,205
13126049,Centro,Embajadores,40.41189,-3.70317,51,1,122
13126357,Carabanchel,Opañel,40.39253,-3.72118,22,2,100
13127045,Centro,Embajadores,40.41262,-3.70265,47,1,95
13128091,Moncloa - Aravaca,Valdezarza,40.46446,-3.71096,160,1,365
13131714,Moncloa - Aravaca,Argüelles,40.4307,-3.72038,39,1,288
13131821,Moncloa - Aravaca,Casa de Campo,40.42867,-3.72157,39,1,288
13131909,Moncloa - Aravaca,Casa de Campo,40.42853,-3.72147,29,1,288
13131987,Moncloa - Aravaca,Argüelles,40.42925,-3.72168,29,1,166
13134531,Centro,Justicia,40.42108,-3.69908,59,2,0
13137390,Moncloa - Aravaca,Casa de Campo,40.42418,-3.72395,150,5,0
13138837,Centro,Embajadores,40.40985,-3.70242,39,2,359
13139031,Fuencarral - El Pardo,Pilar,40.47732,-3.70683,37,3,0
13143126,Arganzuela,Delicias,40.39929,-3.69466,78,2,0
13149669,Carabanchel,Comillas,40.39591,-3.70752,23,2,0
13153436,Centro,Cortes,40.41593,-3.69772,62,6,231
13153952,Latina,Puerta del Angel,40.40667,-3.72928,90,3,0
13154435,Barajas,Alameda de Osuna,40.45609,-3.58501,37,1,87
13158018,Usera,Almendrales,40.38572,-3.70329,40,5,146
13161745,Arganzuela,Delicias,40.39443,-3.68385,85,3,0
13163878,Salamanca,Guindalera,40.43292,-3.67275,110,2,0
13171584,Centro,Palacio,40.41144,-3.70971,40,2,0
13180369,Arganzuela,Imperial,40.40594,-3.71245,25,15,0
13184834,Centro,Embajadores,40.40752,-3.70377,56,3,97
13186430,Centro,Embajadores,40.40798,-3.7036,71,3,280
13190733,Centro,Sol,40.41416,-3.70716,63,2,151
13195370,Centro,Palacio,40.42032,-3.70638,41,2,365
13197420,Centro,Palacio,40.40814,-3.71375,80,2,0
13199475,Centro,Palacio,40.42008,-3.71025,252,2,259
13207318,Centro,Universidad,40.42268,-3.70963,109,1,0
13217582,Chamberí,Almagro,40.43084,-3.69596,150,1,365
13219456,Arganzuela,Palos de Moguer,40.40635,-3.69256,40,3,46
13220744,Retiro,Jerónimos,40.41661,-3.68824,26,1,90
13221821,Centro,Cortes,40.41406,-3.70294,9999,2,104
13232503,Centro,Sol,40.41625,-3.70802,384,30,365
13234026,Centro,Universidad,40.42783,-3.70454,110,5,160
13235163,Tetuán,Berruguete,40.45678,-3.7037,40,1,0
13245102,Centro,Cortes,40.41953,-3.69905,279,1,338
13246345,Centro,Palacio,40.4137,-3.70945,35,1,90
13246572,Arganzuela,Palos de Moguer,40.40491,-3.69886,57,2,0
13248025,Centro,Embajadores,40.40887,-3.69719,35,4,89
13257283,Carabanchel,Puerta Bonita,40.37675,-3.73682,20,1,320
13259870,Centro,Palacio,40.41136,-3.71419,87,1,0
13261461,Arganzuela,Acacias,40.40568,-3.71196,30,2,365
13267669,Chamartín,El Viso,40.44368,-3.6794,65,365,365
13269846,Tetuán,Castillejos,40.46042,-3.69398,85,5,89
13274176,Chamberí,Arapiles,40.43755,-3.71019,55,5,0
13276051,Arganzuela,Delicias,40.39495,-3.69424,29,7,0
13285905,Ciudad Lineal,San Juan Bautista,40.4494,-3.66075,42,1,0
13286536,Chamartín,Ciudad Jardín,40.44932,-3.67729,30,7,288
13287918,Centro,Sol,40.4163,-3.70204,152,30,0
13289455,Moncloa - Aravaca,Ciudad Universitaria,40.45008,-3.71036,55,6,0
13289870,Chamberí,Gaztambide,40.43068,-3.71381,59,1,0
13292464,Salamanca,Fuente del Berro,40.42283,-3.66512,222,3,363
13297510,Centro,Universidad,40.42645,-3.7029,53,4,0
13297758,Chamartín,Nueva España,40.46434,-3.68023,37,3,155
13303553,Centro,Cortes,40.41608,-3.69443,115,1,365
13304944,Centro,Embajadores,40.40577,-3.70083,100,1,303
13314452,Arganzuela,Palos de Moguer,40.40496,-3.69408,20,5,0
13314760,Puente de Vallecas,Numancia,40.39614,-3.66171,22,5,364
13314868,Arganzuela,Palos de Moguer,40.40487,-3.6969,48,6,267
13315485,Centro,Embajadores,40.41017,-3.70188,50,4,50
13319516,Tetuán,Almenara,40.46874,-3.69548,60,4,0
13321359,Arganzuela,Delicias,40.40012,-3.69489,35,6,364
13322947,Tetuán,Cuatro Caminos,40.45091,-3.69758,18,1,74
13323993,Centro,Universidad,40.42105,-3.70316,42,1,338
13324487,Centro,Cortes,40.41296,-3.69596,45,4,0
13328359,Arganzuela,Palos de Moguer,40.40459,-3.69429,45,6,356
13328994,Retiro,Pacífico,40.40605,-3.68132,736,2,1
13337550,Centro,Embajadores,40.41073,-3.70358,30,5,0
13337867,Retiro,Pacífico,40.4035,-3.67888,50,6,0
13338429,Centro,Embajadores,40.4113,-3.70576,20,1,287
13339554,Centro,Sol,40.41882,-3.70221,50,3,0
13340029,Centro,Palacio,40.41358,-3.71263,60,5,0
13340206,Chamberí,Almagro,40.43379,-3.69359,91,2,0
13341044,Centro,Sol,40.41951,-3.70189,32,1,361
13341734,Tetuán,Cuatro Caminos,40.45548,-3.69485,70,3,364
13342949,Tetuán,Cuatro Caminos,40.44848,-3.69874,20,1,0
13343704,Centro,Universidad,40.42185,-3.70138,20,1,346
13344391,Arganzuela,Palos de Moguer,40.40269,-3.69187,12,5,0
13344457,Villaverde,San Andrés,40.34114,-3.71038,16,2,11
13344738,Centro,Universidad,40.42243,-3.70174,70,2,0
13346561,Chamberí,Gaztambide,40.43356,-3.71342,75,2,177
13351781,Salamanca,Lista,40.43226,-3.6746,200,1,364
13355881,Centro,Palacio,40.41912,-3.71141,70,2,0
13361113,Centro,Universidad,40.42698,-3.703,89,7,334
13367445,Carabanchel,Opañel,40.39228,-3.72213,61,2,0
13367596,Centro,Cortes,40.41199,-3.69482,35,15,0
13369202,Usera,Moscardó,40.39105,-3.70872,47,3,318
13369571,Tetuán,Cuatro Caminos,40.44757,-3.70352,22,7,0
13370643,Centro,Palacio,40.41876,-3.70908,90,3,32
13374152,Centro,Embajadores,40.40746,-3.69983,21,26,0
13382280,Puente de Vallecas,Palomeras Bajas,40.39109,-3.65386,17,1,364
13383398,Centro,Sol,40.41613,-3.7027,150,15,0
13384154,Centro,Universidad,40.42174,-3.70172,30,1,361
13384187,Carabanchel,Buenavista,40.36983,-3.76072,157,1,365
13384536,Centro,Embajadores,40.41025,-3.69533,25,3,0
13384721,Centro,Embajadores,40.407,-3.69807,71,2,88
13385205,Centro,Universidad,40.42033,-3.70338,36,1,365
13385644,Centro,Sol,40.41982,-3.70313,31,1,361
13389193,Chamberí,Rios Rosas,40.44647,-3.69949,495,3,89
13389867,Retiro,Ibiza,40.4212,-3.67777,143,7,365
13390324,Puente de Vallecas,Palomeras Sureste,40.38692,-3.64334,36,1,0
13390830,Moncloa - Aravaca,Ciudad Universitaria,40.45705,-3.71275,47,3,89
13392463,Latina,Lucero,40.40764,-3.742,21,1,0
13396376,Centro,Sol,40.4183,-3.70302,25,1,0
13401270,Centro,Cortes,40.41562,-3.69951,59,1,365
13403703,Arganzuela,Delicias,40.3987,-3.69682,39,2,0
13407357,Centro,Justicia,40.42132,-3.69475,93,5,41
13409702,Centro,Palacio,40.41366,-3.71101,67,2,16
13410810,Centro,Universidad,40.42724,-3.70171,60,1,0
13410816,Centro,Justicia,40.4213,-3.70028,89,1,315
13414026,Arganzuela,Palos de Moguer,40.40446,-3.69945,139,7,0
13415329,Salamanca,Guindalera,40.43712,-3.67176,60,2,0
13425303,Retiro,Jerónimos,40.41266,-3.67691,70,2,0
13425790,Centro,Universidad,40.42206,-3.70299,40,2,0
13427441,Tetuán,Bellas Vistas,40.44778,-3.7067,75,4,0
13427710,Tetuán,Almenara,40.46582,-3.6943,50,4,0
13429275,Arganzuela,Acacias,40.40537,-3.71062,180,3,0
13430822,Centro,Embajadores,40.40625,-3.70047,76,3,46
13432626,Salamanca,Fuente del Berro,40.42682,-3.66532,49,3,299
13434343,Centro,Sol,40.41845,-3.701,200,2,115
13439343,Centro,Sol,40.4156,-3.70408,80,7,74
13440784,Centro,Embajadores,40.40673,-3.70567,30,1,0
13443391,Chamberí,Trafalgar,40.43382,-3.70363,35,1,90
13448999,Salamanca,Guindalera,40.43567,-3.66828,40,10,0
13449739,Tetuán,Bellas Vistas,40.45226,-3.70498,30,2,365
13451082,Tetuán,Bellas Vistas,40.44768,-3.7045,49,5,0
13451556,Centro,Embajadores,40.41164,-3.70774,62,1,1
13453916,Chamberí,Trafalgar,40.43013,-3.70361,30,1,0
13461584,Chamartín,Prosperidad,40.43926,-3.6756,73,2,0
13464977,Centro,Palacio,40.41495,-3.71102,68,2,62
13468543,Chamartín,Prosperidad,40.44218,-3.67167,58,2,0
13469435,Tetuán,Berruguete,40.45697,-3.70258,70,1,0
13475628,Centro,Palacio,40.41766,-3.70863,75,30,263
13477810,Salamanca,Goya,40.42655,-3.6739,30,1,0
13481512,Hortaleza,Canillas,40.46412,-3.65282,112,3,0
13483371,Centro,Embajadores,40.40853,-3.70777,30,4,0
13484101,Moncloa - Aravaca,Argüelles,40.43004,-3.71699,1000,1,89
13488025,Ciudad Lineal,Concepción,40.43713,-3.65338,28,1,196
13490666,Centro,Justicia,40.42286,-3.69648,136,1,362
13491442,Centro,Palacio,40.41131,-3.71368,40,2,0
13499497,Centro,Justicia,40.42237,-3.6958,66,2,0
13499800,Centro,Embajadores,40.41049,-3.69896,75,7,142
13501235,Centro,Sol,40.41989,-3.70156,34,1,362
13509563,Centro,Cortes,40.41213,-3.69702,102,2,131
13510273,Centro,Universidad,40.42169,-3.70502,65,1,0
13514125,Centro,Cortes,40.41274,-3.69511,11,2,154
13517151,Salamanca,Guindalera,40.4385,-3.67271,43,3,167
13520856,Arganzuela,Imperial,40.40398,-3.71495,26,1,3
13521483,Puente de Vallecas,San Diego,40.39271,-3.66839,30,2,0
13521641,Salamanca,Castellana,40.43752,-3.68413,40,1,365
13523658,Salamanca,Guindalera,40.43753,-3.67338,22,2,0
13525030,Tetuán,Almenara,40.46788,-3.69288,28,1,353
13529348,Centro,Embajadores,40.40905,-3.69501,55,6,265
13535942,Centro,Sol,40.4187,-3.70007,46,1,104
13536292,Centro,Justicia,40.42065,-3.69848,46,1,103
13536623,Centro,Sol,40.41874,-3.70019,46,1,102
13536899,Centro,Justicia,40.42069,-3.69837,46,1,104
13537022,Arganzuela,Imperial,40.40273,-3.71586,99,2,78
13537833,Tetuán,Cuatro Caminos,40.44796,-3.70021,49,3,365
13542732,Arganzuela,Legazpi,40.39082,-3.68787,31,1,0
13543156,Ciudad Lineal,Costillares,40.47655,-3.67078,115,11,364
13543366,Chamberí,Vallehermoso,40.43987,-3.70553,20,2,0
13545188,Chamberí,Gaztambide,40.43057,-3.7129,80,3,0
13548493,Centro,Universidad,40.42349,-3.70302,60,1,0
13553344,Centro,Sol,40.41524,-3.70231,252,3,1
13553712,Arganzuela,Imperial,40.40373,-3.71797,28,1,0
13555382,Centro,Embajadores,40.40821,-3.69914,35,2,0
13567680,Hortaleza,Valdefuentes,40.48906,-3.64932,110,7,0
13568498,Centro,Embajadores,40.41082,-3.70526,18,15,0
13569312,Centro,Embajadores,40.40713,-3.69652,17,30,301
13569477,Centro,Embajadores,40.40705,-3.69841,20,7,327
13569570,Centro,Embajadores,40.40713,-3.69668,20,8,350
13576483,Salamanca,Guindalera,40.43363,-3.66152,54,7,349
13576656,Centro,Embajadores,40.41198,-3.70702,39,2,365
13577712,Centro,Sol,40.41889,-3.70156,33,1,0
13582810,Retiro,Niño Jesús,40.41105,-3.67424,96,7,358
13583091,Chamberí,Arapiles,40.43485,-3.70763,35,6,0
13585331,Centro,Cortes,40.41449,-3.70103,70,3,80
13585476,Centro,Universidad,40.42718,-3.71144,65,3,0
13588821,Fuencarral - El Pardo,Mirasierra,40.48818,-3.71551,55,3,0
13589154,Chamberí,Trafalgar,40.43322,-3.70061,200,30,184
13592285,Chamberí,Gaztambide,40.43807,-3.71634,39,1,364
13592720,Villa de Vallecas,Casco Histórico de Vallecas,40.3618,-3.59625,31,1,0
13592776,Centro,Universidad,40.42294,-3.70398,267,1,210
13596998,Centro,Universidad,40.4266,-3.70246,76,90,1
13598783,Moncloa - Aravaca,Aravaca,40.45818,-3.78136,48,5,85
13601485,Usera,Almendrales,40.38386,-3.70496,38,4,0
13601695,Centro,Embajadores,40.40961,-3.70807,56,1,358
13603163,Latina,Puerta del Angel,40.40703,-3.73715,78,1,69
13610432,Centro,Justicia,40.42199,-3.69599,81,7,0
13611167,Puente de Vallecas,Numancia,40.39845,-3.66835,36,2,0
13611880,Tetuán,Cuatro Caminos,40.45313,-3.69487,92,2,252
13611914,Centro,Sol,40.41616,-3.70669,67,1,0
13614390,Latina,Aluche,40.39385,-3.76711,29,2,0
13614692,Chamberí,Arapiles,40.43769,-3.71001,18,1,0
13621444,San Blas - Canillejas,Simancas,40.4352,-3.61977,300,1,0
13622549,Arganzuela,Delicias,40.40054,-3.69767,55,4,0
13622671,Carabanchel,San Isidro,40.395,-3.72771,80,2,90
13625930,Moncloa - Aravaca,Ciudad Universitaria,40.43786,-3.71943,55,1,89
13627260,Arganzuela,Imperial,40.40559,-3.71831,40,1,0
13630804,Centro,Embajadores,40.41347,-3.70174,306,1,225
13632109,Tetuán,Almenara,40.4679,-3.69268,26,1,360
13634172,Salamanca,Guindalera,40.43103,-3.67103,32,6,334
13634220,Chamberí,Trafalgar,40.43289,-3.70088,25,2,0
13634752,Centro,Cortes,40.41562,-3.69867,35,2,0
13634914,Centro,Justicia,40.4237,-3.69659,92,2,90
13634980,Centro,Palacio,40.41393,-3.71653,60,2,0
13639349,Fuencarral - El Pardo,Valverde,40.49223,-3.69226,70,5,0
13639668,Centro,Embajadores,40.41347,-3.70174,78,1,274
13645593,Centro,Palacio,40.41725,-3.70931,63,2,167
13645994,Carabanchel,San Isidro,40.39617,-3.73217,80,1,89
13646469,Salamanca,Lista,40.43438,-3.67818,56,2,0
13648336,Centro,Justicia,40.42117,-3.69853,100,1,0
13651213,Centro,Palacio,40.41172,-3.71212,100,2,231
13651618,Centro,Palacio,40.41318,-3.71335,50,2,323
13653047,Centro,Embajadores,40.40699,-3.70133,80,3,280
13653401,Arganzuela,Acacias,40.40038,-3.70078,30,1,0
13655938,Centro,Embajadores,40.41287,-3.70611,14,1,0
13661694,Centro,Embajadores,40.41176,-3.69996,110,3,0
13662304,Centro,Cortes,40.41258,-3.69872,36,2,307
13662913,Centro,Embajadores,40.41275,-3.70216,20,2,0
13664256,Moncloa - Aravaca,Ciudad Universitaria,40.43645,-3.71858,49,1,364
13664679,Centro,Universidad,40.42485,-3.70546,139,2,364
13665991,Centro,Embajadores,40.40855,-3.70385,18,1,0
13667341,Centro,Justicia,40.42331,-3.70038,95,2,0
13669166,Centro,Embajadores,40.4103,-3.69556,40,3,0
13669483,Latina,Puerta del Angel,40.4138,-3.72837,65,1,2
13671856,Centro,Universidad,40.42515,-3.71031,22,3,1
13673127,Centro,Palacio,40.4105,-3.71218,62,5,224
13673598,Tetuán,Cuatro Caminos,40.44872,-3.70111,22,1,0
13674439,Centro,Justicia,40.42738,-3.69871,100,1,363
13674761,Centro,Embajadores,40.41297,-3.70622,35,1,0
13674828,Centro,Embajadores,40.41298,-3.70606,23,1,0
13681097,Moncloa - Aravaca,Ciudad Universitaria,40.43695,-3.71909,64,3,365
13681907,Chamberí,Rios Rosas,40.44128,-3.69794,67,2,289
13688121,Centro,Embajadores,40.40731,-3.70089,32,3,149
13690664,Centro,Justicia,40.42103,-3.6949,320,3,345
13692569,Centro,Universidad,40.4255,-3.70293,73,3,89
13694719,Centro,Palacio,40.41576,-3.71179,75,3,148
13707745,Chamberí,Almagro,40.43707,-3.69194,89,4,0
13707810,Centro,Embajadores,40.4075,-3.70178,48,3,44
13710484,Tetuán,Berruguete,40.46202,-3.70522,26,2,0
13721095,Salamanca,Goya,40.42501,-3.67855,130,5,9
13721711,Centro,Universidad,40.42296,-3.70466,60,1,365
13722593,Centro,Sol,40.41539,-3.70212,51,1,313
13723799,Centro,Universidad,40.42046,-3.70455,45,1,0
13726000,Retiro,Pacífico,40.40408,-3.68414,33,2,0
13726740,Carabanchel,Puerta Bonita,40.38433,-3.73037,15,1,0
13727695,Arganzuela,Delicias,40.39992,-3.69777,25,4,0
13727903,Centro,Embajadores,40.40849,-3.70899,61,15,0
13729667,Centro,Embajadores,40.41055,-3.70074,41,2,358
13730706,Centro,Cortes,40.41335,-3.6977,48,2,245
13731183,Centro,Justicia,40.42336,-3.69852,81,2,0
13731727,Centro,Embajadores,40.41014,-3.69616,90,1,0
13732070,Arganzuela,Delicias,40.40039,-3.69729,25,4,0
13732505,Arganzuela,Delicias,40.39983,-3.69733,25,4,88
13732593,Arganzuela,Delicias,40.39972,-3.69713,18,4,137
13736678,Tetuán,Bellas Vistas,40.45317,-3.70754,60,2,0
13739130,Puente de Vallecas,San Diego,40.39531,-3.66706,15,3,0
13740681,Tetuán,Castillejos,40.45772,-3.69789,21,2,0
13742229,Salamanca,Castellana,40.43123,-3.68057,55,2,43
13743181,Centro,Justicia,40.42604,-3.69617,30,15,0
13743183,Centro,Justicia,40.42662,-3.69431,30,15,0
13744404,Centro,Palacio,40.41644,-3.71028,48,2,14
13744939,Centro,Cortes,40.41273,-3.69477,17,1,0
13744974,Centro,Palacio,40.40932,-3.71253,25,1,0
13745016,Arganzuela,Imperial,40.41203,-3.72005,50,2,0
13746879,Ciudad Lineal,Costillares,40.48124,-3.66844,49,2,365
13748690,Centro,Embajadores,40.4103,-3.701,40,1,0
13749560,Arganzuela,Palos de Moguer,40.40185,-3.69505,41,3,0
13750696,Chamberí,Arapiles,40.43033,-3.71142,1200,1,0
13751298,Centro,Cortes,40.41593,-3.69772,95,2,169
13755382,Chamberí,Rios Rosas,40.44529,-3.69699,395,1,364
13755533,Latina,Puerta del Angel,40.41081,-3.72847,17,2,74
13755952,Centro,Universidad,40.42456,-3.70596,50,1,361
13756256,Centro,Universidad,40.42627,-3.70696,55,1,0
13756542,Salamanca,Goya,40.42864,-3.67643,27,1,180
13760545,Chamberí,Almagro,40.42627,-3.69098,206,30,227
13760792,Centro,Sol,40.41654,-3.70588,98,1,1
13762072,Centro,Palacio,40.41171,-3.71224,116,3,355
13762309,Carabanchel,San Isidro,40.40286,-3.72276,64,6,328
13772843,Centro,Universidad,40.4271,-3.70268,200,1,1
13772944,Centro,Universidad,40.42958,-3.70586,62,10,339
13772954,Carabanchel,Vista Alegre,40.38548,-3.74561,10,1,0
13773689,Centro,Embajadores,40.41241,-3.70004,89,4,110
13774719,Centro,Universidad,40.4276,-3.70427,45,4,0
13775292,Ciudad Lineal,Ventas,40.43074,-3.64983,11,15,104
13777389,Centro,Embajadores,40.40994,-3.70469,60,3,0
13777565,Salamanca,Lista,40.4296,-3.67212,10,5,0
13785918,Centro,Embajadores,40.40976,-3.70585,44,3,0
13790852,Centro,Embajadores,40.41178,-3.70688,65,365,365
13792460,Chamberí,Gaztambide,40.43438,-3.71543,99,6,364
