listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights,log_price,year,month,day,dayofweek,is_weekend,quarter,is_holiday,days_since_start,mean_airbnb_price,last_year_price,neighbourhood
48085826,2021-04-16,f,39.0,$39.00,2.0,365.0,3.688879454113936,2021,4,16,4,0,2,False,3,39.0,39.0,Atalaya
48085826,2021-04-17,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,4,17,5,1,2,False,4,39.0,39.0,Atalaya
48085826,2021-04-18,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,4,18,6,1,2,False,5,39.0,39.0,Atalaya
48085826,2021-04-19,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,4,19,0,0,2,False,6,39.0,39.0,Atalaya
48085826,2021-04-20,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,4,20,1,0,2,False,7,39.0,39.0,Atalaya
48085826,2021-04-21,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,4,21,2,0,2,False,8,39.0,39.0,Atalaya
48085826,2021-04-22,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,4,22,3,0,2,False,9,39.0,39.0,Atalaya
48085826,2021-04-23,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,4,23,4,0,2,False,10,39.0,39.0,Atalaya
48085826,2021-04-24,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,4,24,5,1,2,False,11,39.0,39.0,Atalaya
48085826,2021-04-25,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,4,25,6,1,2,False,12,39.0,39.0,Atalaya
48085826,2021-04-26,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,4,26,0,0,2,False,13,39.0,39.0,Atalaya
48085826,2021-04-27,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,4,27,1,0,2,False,14,39.0,39.0,Atalaya
48085826,2021-04-28,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,4,28,2,0,2,False,15,39.0,39.0,Atalaya
48085826,2021-04-29,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,4,29,3,0,2,False,16,39.0,39.0,Atalaya
48085826,2021-04-30,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,4,30,4,0,2,False,17,39.0,39.0,Atalaya
48085826,2021-05-01,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,1,5,1,2,False,18,39.0,39.0,Atalaya
48085826,2021-05-02,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,2,6,1,2,False,19,39.0,39.0,Atalaya
48085826,2021-05-03,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,3,0,0,2,False,20,39.0,39.0,Atalaya
48085826,2021-05-04,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,4,1,0,2,False,21,39.0,39.0,Atalaya
48085826,2021-05-05,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,5,2,0,2,False,22,39.0,39.0,Atalaya
48085826,2021-05-06,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,6,3,0,2,False,23,39.0,39.0,Atalaya
48085826,2021-05-07,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,7,4,0,2,False,24,39.0,39.0,Atalaya
48085826,2021-05-08,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,8,5,1,2,False,25,39.0,39.0,Atalaya
48085826,2021-05-09,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,9,6,1,2,False,26,39.0,39.0,Atalaya
48085826,2021-05-10,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,10,0,0,2,False,27,39.0,39.0,Atalaya
48085826,2021-05-11,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,11,1,0,2,False,28,39.0,39.0,Atalaya
48085826,2021-05-12,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,12,2,0,2,False,29,39.0,39.0,Atalaya
48085826,2021-05-13,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,13,3,0,2,False,30,39.0,39.0,Atalaya
48085826,2021-05-14,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,14,4,0,2,False,31,39.0,39.0,Atalaya
48085826,2021-05-15,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,15,5,1,2,False,32,39.0,39.0,Atalaya
48085826,2021-05-16,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,16,6,1,2,False,33,39.0,39.0,Atalaya
48085826,2021-05-17,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,17,0,0,2,False,34,39.0,39.0,Atalaya
48085826,2021-05-18,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,18,1,0,2,False,35,39.0,39.0,Atalaya
48085826,2021-05-19,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,19,2,0,2,False,36,39.0,39.0,Atalaya
48085826,2021-05-20,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,20,3,0,2,False,37,39.0,39.0,Atalaya
48085826,2021-05-21,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,21,4,0,2,False,38,39.0,39.0,Atalaya
48085826,2021-05-22,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,22,5,1,2,False,39,39.0,39.0,Atalaya
48085826,2021-05-23,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,23,6,1,2,False,40,39.0,39.0,Atalaya
48085826,2021-05-24,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,24,0,0,2,False,41,39.0,39.0,Atalaya
48085826,2021-05-25,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,25,1,0,2,False,42,39.0,39.0,Atalaya
48085826,2021-05-26,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,26,2,0,2,False,43,39.0,39.0,Atalaya
48085826,2021-05-27,t,39.0,$39.00,2.0,365.0,3.688879454113936,2021,5,27,3,0,2,False,44,39.0,39.0,Atalaya
